02/02/2016 14:06:38
LT: 10.09

0.3000	     3	0.3000	     0
0.3017	     2	0.3017	     0
0.3033	     2	0.3033	     0
0.3050	     7	0.3050	     0
0.3066	     5	0.3066	     0
0.3083	     0	0.3083	     0
0.3100	     5	0.3100	     0
0.3116	     4	0.3116	     0
0.3133	     5	0.3133	     0
0.3149	     3	0.3149	     0
0.3166	     4	0.3166	     0
0.3183	     2	0.3183	     0
0.3199	     3	0.3199	     0
0.3216	     4	0.3216	     0
0.3232	     4	0.3232	     0
0.3249	     2	0.3249	     0
0.3266	     3	0.3266	     0
0.3282	     4	0.3282	     0
0.3299	     2	0.3299	     0
0.3315	     3	0.3315	     0
0.3332	     3	0.3332	     0
0.3349	     4	0.3349	     0
0.3365	     6	0.3365	     0
0.3382	     9	0.3382	     0
0.3398	     3	0.3398	     0
0.3415	     6	0.3415	     0
0.3432	     3	0.3432	     0
0.3448	     4	0.3448	     0
0.3465	     3	0.3465	     0
0.3481	     3	0.3481	     0
0.3498	     5	0.3498	     0
0.3515	     3	0.3515	     0
0.3531	     4	0.3531	     0
0.3548	     7	0.3548	     0
0.3564	     2	0.3564	     0
0.3581	     2	0.3581	     0
0.3598	     7	0.3598	     0
0.3614	     4	0.3614	     0
0.3631	     4	0.3631	     0
0.3647	     4	0.3647	     0
0.3664	     4	0.3664	     0
0.3681	     9	0.3681	     0
0.3697	     4	0.3697	     0
0.3714	     5	0.3714	     0
0.3730	     3	0.3730	     0
0.3747	     3	0.3747	     0
0.3764	     4	0.3764	     0
0.3780	     2	0.3780	     0
0.3797	     1	0.3797	     0
0.3813	     6	0.3813	     0
0.3830	     5	0.3830	     0
0.3847	     6	0.3847	     0
0.3863	    10	0.3863	     0
0.3880	     6	0.3880	     0
0.3896	     7	0.3896	     0
0.3913	     4	0.3913	     0
0.3930	     5	0.3930	     0
0.3946	     4	0.3946	     0
0.3963	     6	0.3963	     0
0.3979	     8	0.3979	     0
0.3996	     5	0.3996	     0
0.4013	     4	0.4013	     0
0.4029	    10	0.4029	     0
0.4046	     1	0.4046	     0
0.4063	     7	0.4063	     0
0.4079	     5	0.4079	     0
0.4096	     5	0.4096	     0
0.4112	     5	0.4112	     0
0.4129	     3	0.4129	     0
0.4146	     4	0.4146	     0
0.4162	     9	0.4162	     0
0.4179	     7	0.4179	     0
0.4195	     5	0.4195	     0
0.4212	     2	0.4212	     0
0.4229	    10	0.4229	     2
0.4245	     4	0.4245	     0
0.4262	     7	0.4262	     0
0.4278	     7	0.4278	     0
0.4295	     5	0.4295	     0
0.4312	     3	0.4312	     0
0.4328	     7	0.4328	     0
0.4345	    11	0.4345	     0
0.4361	     7	0.4361	     0
0.4378	     6	0.4378	     0
0.4395	    10	0.4395	     0
0.4411	     7	0.4411	     0
0.4428	     8	0.4428	     0
0.4444	    12	0.4444	     0
0.4461	     3	0.4461	     0
0.4478	     9	0.4478	     0
0.4494	     7	0.4494	     0
0.4511	     7	0.4511	     0
0.4527	     7	0.4527	     0
0.4544	     8	0.4544	     0
0.4561	    12	0.4561	     0
0.4577	     5	0.4577	     0
0.4594	     8	0.4594	     0
0.4610	     4	0.4610	     0
0.4627	     6	0.4627	     0
0.4644	    10	0.4644	     0
0.4660	     9	0.4660	     0
0.4677	    13	0.4677	     0
0.4693	     8	0.4693	     0
0.4710	     5	0.4710	     0
0.4727	    10	0.4727	     0
0.4743	     6	0.4743	     0
0.4760	    14	0.4760	     0
0.4776	     5	0.4776	     0
0.4793	     7	0.4793	     0
0.4810	    10	0.4810	     0
0.4826	    10	0.4826	     0
0.4843	     6	0.4843	     0
0.4859	     5	0.4859	     0
0.4876	    11	0.4876	     0
0.4893	     2	0.4893	     0
0.4909	     9	0.4909	     0
0.4926	     9	0.4926	     0
0.4942	     6	0.4942	     0
0.4959	     4	0.4959	     0
0.4976	     6	0.4976	     0
0.4992	     6	0.4992	     0
0.5009	     4	0.5009	     0
0.5025	     6	0.5025	     0
0.5042	     5	0.5042	     0
0.5059	     5	0.5059	     0
0.5075	     8	0.5075	     0
0.5092	     6	0.5092	     0
0.5108	     3	0.5108	     0
0.5125	     7	0.5125	     0
0.5142	     6	0.5142	     0
0.5158	     9	0.5158	     0
0.5175	     4	0.5175	     0
0.5191	     5	0.5191	     0
0.5208	    12	0.5208	     0
0.5225	     3	0.5225	     0
0.5241	     9	0.5241	     0
0.5258	    11	0.5258	     0
0.5274	     2	0.5274	     0
0.5291	     7	0.5291	     0
0.5308	     3	0.5308	     0
0.5324	     9	0.5324	     0
0.5341	     5	0.5341	     0
0.5357	     6	0.5357	     0
0.5374	    11	0.5374	     0
0.5391	     5	0.5391	     0
0.5407	     8	0.5407	     0
0.5424	     8	0.5424	     0
0.5440	    10	0.5440	     0
0.5457	     7	0.5457	     0
0.5474	     2	0.5474	     0
0.5490	     5	0.5490	     0
0.5507	     7	0.5507	     0
0.5523	     3	0.5523	     0
0.5540	     3	0.5540	     0
0.5557	     7	0.5557	     0
0.5573	     6	0.5573	     0
0.5590	     4	0.5590	     0
0.5606	     7	0.5606	     0
0.5623	     7	0.5623	     0
0.5640	     4	0.5640	     0
0.5656	     6	0.5656	     0
0.5673	     4	0.5673	     0
0.5689	    10	0.5689	     0
0.5706	    11	0.5706	     0
0.5723	     8	0.5723	     0
0.5739	     8	0.5739	     0
0.5756	    10	0.5756	     0
0.5772	     4	0.5772	     0
0.5789	     6	0.5789	     0
0.5806	     5	0.5806	     0
0.5822	     7	0.5822	     0
0.5839	     7	0.5839	     0
0.5855	     5	0.5855	     0
