Force-Distance Curve
Date and Time:  2016-04-25   12.54.16

Up data,Down data
0.80929632,0.79911248
0.79147460,0.79402056
0.80929632,0.80038546
0.78001778,0.78129076
0.77619884,0.77110692
0.78765566,0.76728798
0.79783950,0.76856096
0.79911248,0.77747182
0.75837712,0.76983394
0.75837712,0.74819328
0.73928242,0.75073924
0.72655262,0.75837712
0.73800944,0.73673646
0.68836322,0.74310136
0.69727408,0.75201222
0.67308746,0.72527964
0.66163065,0.73291752
0.66163065,0.74564732
0.65399277,0.73546348
0.66926852,0.71382282
0.65653873,0.72018772
0.64380893,0.72273368
0.64635489,0.71382282
0.62344125,0.69727408
0.63871701,0.70491196
0.61962231,0.69345514
0.60307357,0.70363898
0.60052761,0.70873090
0.59543569,0.70363898
0.58525185,0.68709024
0.56870311,0.67181448
0.55088139,0.70236600
0.53687861,0.68454428
0.51905689,0.68709024
0.53433265,0.69982004
0.50505411,0.67436044
0.49996219,0.67690640
0.49487027,0.67690640
0.50505411,0.67436044
0.51396497,0.65908469
0.49614325,0.64890085
0.48977836,0.64126297
0.47959452,0.62216827
0.48850538,0.63998999
0.50887305,0.60561953
0.47450260,0.61962231
0.44649704,0.61962231
0.45795386,0.60434655
0.44013214,0.61198443
0.44395108,0.61071145
0.44267810,0.60052761
0.39430486,0.58652483
0.39812380,0.57252205
0.41849148,0.59161675
0.39175890,0.59288973
0.35738844,0.57634099
0.37139122,0.55215437
0.38284804,0.54960841
0.36248036,0.52924073
0.34211268,0.54833543
0.32810990,0.52924073
0.28737455,0.50760007
0.32938288,0.49741623
0.31538011,0.51396497
0.27464475,0.49359729
0.26827985,0.50123517
0.26318793,0.46177280
0.26955283,0.45413492
0.27464475,0.47577558
0.27591773,0.48341346
0.27846369,0.47959452
0.26955283,0.46686472
0.26573389,0.41976446
0.26191495,0.43504022
0.24536621,0.44522406
0.26827985,0.45795386
0.24536621,0.43504022
0.23136343,0.42231042
0.21863363,0.41085360
0.28864753,0.39430486
0.28737455,0.40066976
0.28482859,0.42231042
0.28992051,0.35993440
0.28610157,0.35866142
0.28864753,0.36248036
0.28864753,0.36502632
0.28864753,0.35356950
0.28992051,0.34211268
0.28992051,0.36248036
0.29246647,0.33447480
0.28992051,0.34338566
0.28610157,0.34211268
0.28992051,0.33065586
0.28737455,0.32683692
0.28992051,0.30137733
0.29119349,0.28864753
0.28864753,0.31156117
0.28864753,0.30265031
0.28864753,0.29501243
0.28992051,0.29628541
0.28992051,0.28610157
0.28482859,0.25936899
0.28992051,0.28100965
0.28864753,0.27591773
0.28992051,0.25936899
0.28737455,0.25045813
0.28482859,0.28482859
0.28482859,0.25682303
0.29119349,0.22117959
0.28992051,0.25936899
0.29119349,0.28100965
0.28482859,0.24027429
0.29119349,0.23518237
0.28737455,0.24409323
0.28992051,0.24154727
0.28864753,0.23390939
0.29246647,0.24536621
0.28864753,0.24791217
0.28864753,0.24409323
0.29119349,0.24791217
0.28992051,0.24282025
0.29119349,0.24409323
0.28610157,0.24536621
0.28610157,0.24918515
0.28992051,0.24663919
0.28864753,0.25555005
0.28737455,0.26955283
0.29119349,0.27337177
0.28737455,0.27337177
0.28610157,0.28100965
0.28482859,0.26955283
0.28992051,0.27209879
0.28737455,0.28100965
0.28992051,0.27719071
0.29119349,0.28100965
0.28992051,0.28100965
0.28610157,0.28610157
0.28355561,0.27973667
0.28737455,0.28228263
0.29119349,0.28737455
0.28992051,0.27973667
0.28737455,0.28100965
0.28482859,0.28610157
0.28737455,0.28228263
0.28482859,0.28864753
0.28610157,0.28610157
0.28992051,0.28610157
0.28864753,0.28610157
0.28355561,0.28482859
0.28864753,0.28864753
0.28737455,0.28737455
0.28482859,0.28482859
0.28482859,0.28355561
0.28737455,0.28228263
0.28737455,0.28482859
0.28610157,0.29119349
0.28737455,0.28355561
0.28610157,0.28864753
0.28610157,0.28482859
0.29119349,0.28992051
0.28355561,0.28992051
0.28737455,0.28610157
0.28864753,0.28737455
0.29119349,0.28482859
0.29119349,0.28610157
0.28992051,0.28737455
0.28864753,0.28737455
0.29119349,0.29119349
0.28864753,0.28864753
0.28864753,0.28737455
0.28864753,0.28864753
0.29119349,0.29119349
0.28864753,0.28864753
0.28992051,0.28482859
0.28737455,0.29373945
0.28864753,0.28864753
0.28610157,0.28864753
0.28864753,0.29119349
0.28864753,0.28992051
0.29246647,0.28610157
0.28737455,0.29119349
0.28864753,0.28610157
0.28610157,0.28864753
0.28864753,0.29119349
0.29246647,0.29246647
0.28992051,0.29246647
0.29246647,0.28992051
0.28610157,0.28610157
0.28610157,0.28864753
0.28864753,0.29246647
0.28992051,0.28737455
0.28992051,0.28864753
0.28482859,0.29119349
0.28992051,0.29246647
0.28610157,0.28992051
0.29246647,0.29119349
0.28864753,0.28864753
0.28737455,0.28737455
0.28992051,0.28610157
0.28864753,0.29119349
0.28864753,0.29119349
0.28992051,0.29246647
0.28992051,0.28992051
0.28610157,0.28992051
0.29373945,0.28864753
0.28864753,0.28864753
