Force-Distance Curve
Date and Time:  2016-04-25   12.52.11

Up data,Down data
0.78383672,0.77110692
0.75073924,0.74946626
0.76856096,0.78765566
0.74946626,0.76474202
0.72527964,0.73928242
0.74692030,0.78638268
0.74310136,0.76219606
0.73291752,0.73546348
0.72909858,0.75455818
0.71509580,0.73800944
0.74182838,0.71509580
0.75201222,0.73546348
0.73673646,0.72527964
0.69727408,0.72273368
0.69218216,0.72400666
0.70109302,0.75455818
0.68836322,0.73037156
0.66417660,0.71000388
0.62471423,0.72273368
0.61962231,0.72018772
0.63107913,0.69727408
0.60307357,0.70745792
0.61198443,0.70363898
0.60052761,0.68836322
0.58779781,0.68836322
0.59416271,0.68072534
0.59288973,0.67690640
0.58779781,0.66672256
0.56870311,0.67054150
0.58397887,0.68072534
0.57252205,0.66672256
0.52924073,0.66799554
0.55088139,0.67690640
0.55342735,0.64508191
0.53433265,0.64890085
0.49487027,0.65144681
0.48468644,0.64253595
0.49868921,0.61707635
0.51014603,0.63744403
0.49741623,0.65271979
0.46049982,0.62726019
0.41339956,0.59161675
0.42994830,0.62598721
0.45795386,0.62089529
0.45031598,0.59034377
0.41594552,0.61071145
0.41721850,0.59543569
0.41212658,0.56615715
0.42103744,0.57124907
0.40830764,0.56743013
0.40958062,0.54069755
0.40448870,0.55088139
0.38412102,0.55215437
0.37011824,0.55342735
0.36248036,0.52542179
0.33192884,0.53178669
0.34211268,0.53051371
0.31792607,0.52032987
0.30646925,0.53305967
0.30392329,0.49359729
0.28100965,0.48977836
0.27464475,0.47322962
0.28228263,0.48850538
0.28100965,0.51396497
0.27846369,0.49359729
0.26573389,0.47959452
0.24791217,0.48595942
0.25809601,0.46177280
0.25936899,0.47195664
0.27337177,0.48214048
0.25555005,0.45922684
0.25300409,0.46686472
0.25555005,0.44395108
0.23900131,0.44649704
0.24409323,0.45031598
0.28992051,0.42103744
0.28610157,0.43631320
0.29119349,0.42994830
0.28992051,0.40703466
0.28992051,0.42867532
0.29373945,0.41339956
0.28992051,0.38539400
0.28992051,0.38666698
0.29246647,0.39557784
0.28737455,0.40194274
0.28737455,0.38412102
0.28864753,0.35356950
0.28737455,0.35738844
0.28737455,0.35229652
0.28992051,0.33574778
0.28737455,0.35993440
0.28992051,0.34847758
0.28864753,0.30265031
0.29119349,0.31538011
0.28482859,0.32683692
0.28737455,0.30774223
0.29246647,0.31156117
0.28992051,0.30646925
0.28992051,0.30519627
0.28992051,0.27337177
0.29119349,0.26573389
0.28610157,0.28992051
0.29119349,0.27591773
0.28737455,0.24663919
0.29373945,0.25427707
0.28992051,0.25555005
0.28992051,0.24918515
0.29119349,0.24918515
0.28737455,0.25427707
0.29119349,0.23009045
0.29373945,0.23645535
0.29119349,0.25173111
0.28737455,0.24154727
0.29501243,0.24663919
0.29119349,0.24536621
0.29119349,0.23390939
0.28992051,0.24663919
0.28737455,0.24918515
0.28737455,0.25555005
0.28737455,0.25555005
0.28610157,0.27337177
0.29119349,0.24791217
0.28992051,0.24536621
0.28992051,0.27464475
0.29246647,0.26700687
0.28737455,0.24918515
0.28864753,0.26955283
0.28864753,0.27209879
0.28992051,0.25682303
0.29119349,0.26573389
0.29246647,0.26955283
0.29119349,0.27337177
0.29246647,0.27209879
0.29373945,0.27846369
0.29246647,0.27464475
0.29373945,0.27591773
0.28864753,0.28100965
0.28992051,0.27846369
0.28737455,0.27973667
0.29119349,0.27846369
0.28610157,0.28100965
0.29246647,0.27973667
0.28992051,0.28482859
0.28737455,0.28100965
0.28737455,0.28355561
0.29119349,0.28610157
0.28992051,0.27973667
0.28992051,0.28228263
0.29119349,0.28228263
0.29246647,0.28228263
0.28864753,0.28355561
0.28737455,0.28355561
0.29119349,0.27973667
0.29119349,0.28228263
0.29119349,0.27973667
0.29373945,0.28355561
0.28737455,0.28100965
0.28864753,0.28100965
0.29119349,0.28100965
0.29119349,0.28355561
0.28737455,0.28864753
0.29119349,0.28355561
0.29373945,0.28482859
0.28992051,0.28482859
0.28992051,0.28482859
0.29246647,0.28482859
0.29119349,0.28737455
0.28992051,0.28482859
0.29119349,0.28737455
0.29119349,0.28100965
0.28992051,0.28482859
0.29628541,0.28482859
0.29119349,0.28992051
0.28864753,0.28355561
0.29119349,0.28864753
0.28992051,0.28737455
0.29246647,0.28610157
0.29119349,0.28355561
0.29501243,0.28610157
0.29119349,0.28992051
0.29501243,0.28610157
0.29628541,0.28610157
0.29373945,0.28610157
0.28992051,0.28355561
0.29119349,0.28482859
0.29119349,0.28992051
0.29119349,0.28864753
0.29373945,0.28737455
0.29119349,0.28992051
0.28992051,0.28864753
0.28992051,0.28610157
0.29501243,0.28482859
0.29373945,0.28610157
0.29373945,0.28864753
0.28610157,0.28610157
0.28864753,0.28737455
0.29501243,0.28355561
0.29501243,0.28992051
0.28737455,0.28992051
0.28992051,0.28482859
0.29373945,0.28737455
0.28610157,0.28228263
0.28992051,0.28864753
0.29119349,0.28610157
0.28992051,0.28992051
0.29501243,0.28992051
0.28992051,0.28610157
0.29119349,0.28610157
0.28992051,0.28482859
0.29373945,0.28482859
0.28737455,0.28610157
0.29119349,0.28992051
0.29119349,0.28864753
0.29119349,0.28992051
0.28864753,0.28610157
0.29246647,0.28228263
0.29119349,0.28228263
0.29119349,0.28737455
0.29373945,0.28610157
0.29501243,0.28737455
0.29373945,0.28228263
0.28864753,0.28482859
0.29119349,0.28737455
0.29119349,0.28737455
0.29246647,0.28610157
0.29119349,0.28737455
0.29119349,0.28610157
0.28864753,0.28992051
0.29119349,0.28610157
0.29119349,0.28992051
0.29246647,0.28992051
0.29501243,0.28610157
0.28737455,0.28610157
0.29246647,0.28992051
0.28737455,0.28610157
0.29246647,0.28992051
0.29628541,0.28482859
0.29119349,0.28355561
0.29119349,0.28737455
0.29501243,0.28737455
0.29501243,0.28610157
0.29119349,0.28355561
0.29119349,0.28992051
0.28992051,0.28610157
0.29628541,0.28610157
0.29501243,0.28737455
0.28864753,0.28992051
0.29246647,0.28355561
0.29119349,0.28992051
0.29119349,0.28355561
0.29119349,0.29119349
0.29119349,0.28992051
0.29501243,0.28992051
0.28992051,0.28864753
0.28992051,0.28228263
0.28992051,0.28482859
0.28610157,0.28355561
0.28737455,0.28737455
0.29246647,0.28610157
0.28737455,0.28610157
0.29373945,0.28482859
0.28992051,0.28737455
0.28992051,0.28737455
0.28992051,0.28737455
0.28737455,0.29119349
0.29246647,0.28737455
0.29246647,0.28737455
0.29373945,0.28992051
0.29246647,0.28992051
0.29119349,0.28992051
0.28610157,0.28992051
0.29246647,0.28737455
0.28864753,0.28737455
0.29373945,0.28482859
0.28992051,0.28355561
0.28864753,0.28482859
0.28992051,0.28864753
0.29119349,0.28482859
0.29119349,0.28737455
0.28610157,0.28482859
0.29373945,0.28610157
0.29246647,0.28992051
0.28992051,0.28482859
0.28610157,0.28482859
0.28992051,0.28610157
0.28992051,0.28482859
0.28992051,0.28610157
0.28992051,0.28864753
0.29119349,0.28737455
0.28992051,0.28864753
0.28737455,0.28864753
0.29119349,0.28864753
0.29119349,0.28355561
0.29119349,0.28355561
0.29246647,0.28992051
0.28992051,0.28610157
0.29246647,0.28610157
0.28737455,0.28610157
0.28737455,0.28992051
0.28864753,0.28864753
0.28992051,0.28355561
0.28992051,0.28610157
0.29119349,0.28228263
0.28992051,0.28482859
0.29501243,0.28355561
0.28864753,0.28610157
0.28737455,0.28355561
0.28864753,0.28864753
0.29373945,0.28864753
0.29119349,0.28610157
0.28864753,0.28737455
0.29119349,0.28610157
0.28864753,0.28610157
0.28864753,0.28482859
0.29246647,0.28482859
0.28992051,0.28992051
0.29119349,0.28610157
0.29119349,0.28610157
0.29119349,0.28992051
0.28864753,0.28992051
0.29119349,0.28610157
0.29119349,0.28610157
0.28992051,0.28228263
0.29373945,0.28992051
0.29119349,0.28355561
0.29246647,0.28737455
0.29119349,0.28864753
0.28992051,0.28737455
0.29119349,0.28737455
0.28992051,0.29119349
0.28992051,0.28355561
0.28992051,0.28482859
0.28737455,0.28737455
0.28737455,0.28992051
0.29373945,0.28737455
0.28610157,0.28992051
0.28864753,0.28482859
0.28992051,0.28482859
0.29119349,0.28610157
0.28610157,0.28610157
0.29119349,0.28610157
0.28992051,0.28992051
0.28864753,0.28992051
0.28864753,0.29119349
0.29246647,0.28864753
0.28864753,0.28737455
0.28610157,0.28355561
0.29373945,0.28737455
0.28737455,0.28864753
0.28992051,0.29119349
0.28737455,0.28610157
0.29246647,0.28737455
0.28864753,0.28737455
0.28992051,0.28992051
0.29373945,0.28355561
0.28992051,0.28737455
0.28737455,0.28992051
0.29119349,0.28737455
0.29373945,0.28610157
0.29119349,0.28482859
0.28992051,0.28737455
0.28737455,0.28355561
0.29119349,0.28737455
0.28737455,0.28737455
0.29119349,0.28737455
0.29119349,0.28610157
0.29501243,0.28864753
0.28992051,0.28737455
0.29246647,0.28992051
0.29119349,0.28355561
0.28610157,0.28355561
0.28992051,0.28864753
0.28992051,0.28737455
0.29119349,0.28610157
0.28610157,0.28355561
0.29119349,0.28355561
0.28737455,0.28610157
0.28992051,0.28737455
0.28864753,0.28482859
0.29246647,0.28737455
0.29373945,0.28992051
0.29373945,0.28482859
0.29119349,0.28864753
0.28992051,0.28864753
0.28864753,0.28482859
0.29373945,0.28864753
0.29246647,0.28482859
0.28864753,0.29119349
0.28992051,0.28737455
0.28610157,0.28992051
0.29246647,0.28864753
0.28992051,0.28610157
0.29246647,0.28482859
0.29119349,0.28737455
0.29246647,0.28737455
0.28610157,0.28737455
0.28992051,0.28992051
0.29246647,0.29119349
0.28992051,0.28992051
0.28737455,0.28610157
0.28737455,0.28610157
0.29246647,0.28610157
0.28610157,0.28610157
0.28610157,0.29119349
0.29246647,0.29119349
0.29373945,0.29119349
0.29119349,0.28737455
0.29373945,0.28737455
0.28737455,0.28864753
0.28737455,0.28610157
0.28992051,0.29246647
0.28992051,0.29246647
0.28992051,0.28992051
0.28992051,0.28610157
0.28737455,0.28992051
0.29373945,0.28864753
0.29119349,0.28864753
0.28992051,0.28864753
0.29373945,0.28610157
0.29501243,0.28737455
0.28737455,0.28737455
0.29246647,0.28992051
0.28992051,0.28992051
0.28992051,0.28610157
0.28992051,0.28610157
0.28992051,0.29119349
0.28610157,0.28610157
0.28992051,0.29119349
0.28992051,0.28482859
0.28992051,0.28992051
0.28992051,0.28864753
0.28992051,0.28355561
0.28482859,0.28737455
0.28992051,0.29119349
0.28864753,0.28864753
0.28992051,0.29119349
0.28992051,0.28992051
0.29246647,0.28864753
0.28864753,0.28864753
0.28992051,0.28610157
0.28992051,0.28610157
0.28737455,0.28737455
0.28992051,0.29119349
0.28864753,0.28737455
0.28992051,0.29246647
0.28864753,0.29119349
0.28737455,0.28482859
0.28864753,0.28992051
0.29373945,0.28737455
0.28992051,0.29246647
0.28610157,0.28482859
0.28864753,0.28864753
0.28992051,0.28992051
0.28737455,0.29119349
0.29246647,0.28992051
0.29119349,0.28610157
0.29119349,0.28737455
0.28864753,0.28737455
0.28610157,0.29119349
0.28992051,0.28864753
0.29119349,0.28610157
0.29246647,0.28864753
0.28864753,0.28737455
0.29373945,0.28864753
0.28864753,0.28864753
0.28610157,0.28864753
0.28864753,0.29119349
0.29246647,0.28482859
0.28992051,0.28737455
0.28610157,0.28482859
0.28992051,0.28610157
0.29373945,0.29119349
0.28992051,0.29119349
0.29119349,0.28482859
0.28610157,0.29119349
0.29373945,0.28482859
0.28610157,0.28864753
0.28610157,0.28737455
0.28864753,0.28737455
0.29119349,0.28610157
0.28992051,0.29119349
0.28737455,0.28737455
0.29119349,0.28355561
0.28992051,0.28482859
0.29119349,0.28228263


User Comment:
