Force-Distance Curve
Date and Time:  2016-04-25   12.46.59

Up data,Down data
0.45922684,0.45540790
0.46049982,0.45286194
0.42612936,0.45668088
0.44649704,0.46686472
0.43249426,0.44013214
0.41339956,0.44395108
0.43758618,0.43885916
0.42231042,0.44395108
0.41849148,0.43504022
0.39557784,0.43504022
0.37266420,0.41594552
0.39812380,0.40703466
0.37139122,0.41849148
0.37139122,0.40958062
0.36248036,0.40576168
0.34593162,0.39685082
0.33447480,0.39303188
0.33447480,0.39048592
0.32938288,0.40194274
0.30392329,0.39557784
0.27973667,0.39175890
0.27846369,0.37775612
0.29246647,0.37902910
0.27846369,0.37648314
0.25300409,0.39175890
0.26318793,0.37266420
0.26955283,0.35866142
0.25682303,0.33192884
0.25427707,0.36120738
0.24918515,0.34975056
0.25300409,0.32683692
0.28482859,0.31665309
0.29501243,0.32174501
0.29628541,0.30519627
0.29628541,0.30265031
0.29373945,0.30901521
0.29628541,0.29883137
0.29373945,0.27973667
0.29628541,0.28610157
0.29373945,0.29119349
0.29883137,0.28992051
0.30010435,0.28100965
0.29373945,0.27337177
0.29755839,0.26827985
0.29628541,0.25936899
0.29501243,0.25045813
0.29628541,0.25300409
0.29628541,0.25682303
0.29246647,0.25427707
0.30010435,0.26573389
0.29628541,0.25936899
0.29501243,0.26318793
0.29628541,0.25809601
0.29246647,0.26318793
0.29501243,0.26446091
0.29628541,0.26446091
0.29628541,0.26318793
0.29501243,0.26446091
0.29501243,0.26446091
0.29373945,0.26446091
0.29246647,0.27337177
0.30010435,0.28100965
0.29883137,0.28100965
0.29501243,0.26446091
0.29373945,0.27337177
0.29373945,0.27719071
0.29755839,0.27973667
0.29628541,0.27337177
0.29755839,0.28100965
0.29373945,0.28355561
0.29246647,0.28228263
0.29628541,0.28228263
0.29501243,0.28482859
0.29628541,0.28610157
0.29883137,0.28228263
0.29373945,0.28864753
0.29246647,0.28355561
0.29755839,0.28482859
0.29501243,0.28610157
0.29755839,0.28737455
0.29883137,0.28737455
0.29119349,0.29119349
0.29246647,0.28737455
0.29246647,0.28482859
0.29246647,0.29246647
0.29883137,0.28864753
0.29501243,0.28992051
0.29501243,0.28992051
0.29755839,0.28864753
0.29883137,0.28610157
0.29501243,0.28864753
0.29628541,0.29246647
0.29755839,0.29246647
0.29883137,0.29373945
0.29628541,0.29246647
0.29883137,0.29246647
0.29501243,0.29246647
0.29883137,0.29373945
0.29755839,0.28992051
0.29628541,0.29373945
0.30137733,0.29373945
0.30010435,0.28992051
0.29501243,0.29501243
0.29628541,0.29501243
0.29628541,0.28992051
0.30010435,0.29501243
0.29883137,0.29501243
0.29628541,0.29501243
0.29373945,0.29755839
0.29755839,0.29119349
0.29628541,0.29373945
0.29628541,0.29628541
0.29628541,0.29501243
0.29755839,0.29628541
0.29119349,0.29373945
0.29501243,0.29628541
0.29883137,0.29883137
0.30137733,0.29119349
0.29883137,0.29883137
0.29373945,0.29373945
0.29883137,0.29628541
0.29501243,0.29373945
0.30010435,0.29501243
0.29501243,0.29501243
0.29755839,0.30010435
0.29628541,0.29501243
0.30010435,0.29628541
0.30137733,0.29501243
0.29373945,0.29883137
0.29373945,0.29628541
0.29501243,0.29501243
0.29755839,0.29246647
0.29628541,0.29501243
0.29628541,0.29119349
0.29501243,0.29628541
0.30137733,0.29883137
0.29628541,0.30010435
0.29628541,0.29628541
0.29883137,0.29628541
0.29628541,0.29501243
0.29628541,0.29119349
0.29755839,0.29883137
0.29246647,0.29373945
0.29628541,0.29373945
0.29501243,0.29628541
0.29628541,0.29501243
0.29883137,0.29501243
0.29628541,0.29628541
0.29883137,0.29628541
0.29755839,0.29501243
0.29628541,0.30010435
0.29501243,0.29501243
0.29628541,0.30010435
0.29628541,0.29373945
0.29373945,0.29628541
0.30010435,0.29628541
0.29628541,0.29755839
0.29373945,0.29755839
0.29628541,0.29628541
0.29501243,0.29501243
